Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
204,97.88,6.1,36.5,Numerical,Female,Public,Marmara,Library,Mathematics,Koc University (Foundation),Physicist,5,58.7,364.679,397.569
205,65.47,4.8,27.3,Equal Weight,Male,Private,Mediterranean,Home,History,Bilkent University (Foundation),Software Developer,1,39.3,296.075,333.325
206,75.9,4.6,23.0,Verbal,Female,Public,Marmara,Home,History,Foundation University,Social Worker,7,45.5,304.219,328.786
207,74.22,7.9,39.3,Verbal,Female,Private,Marmara,Home,Literature,Foundation University,Journalist,4,44.5,321.74,375.203
208,89.74,8.2,39.7,Foreign Language,Male,Private,Marmara,Library,English,State University,Writer,4,53.8,364.48,394.696
209,83.53,7.6,37.1,Numerical,Female,Public,Central Anatolia,Mixed,Physics,METU (State),Engineer,7,50.1,361.217,341.36
210,91.71,8.0,38.1,Numerical,Female,Public,Marmara,Home,Mathematics,Koc University (Foundation),Physicist,6,55.0,373.373,382.165
211,75.25,7.2,50.0,Foreign Language,Male,Private,Marmara,Home,French,State University,Translator,3,45.2,352.237,345.737
212,94.73,6.4,38.0,Foreign Language,Female,Private,Aegean,Cram School,English,Hacettepe University (State),Writer,9,56.8,356.906,345.174
213,66.07,6.8,40.3,Equal Weight,Female,Public,Marmara,Home,Literature,Sabanci University (Foundation),Teacher,4,39.6,310.841,306.883
214,83.75,6.9,33.7,Numerical,Male,Public,Marmara,Library,Literature,Sabanci University (Foundation),Software Developer,7,50.2,331.203,313.707
215,77.55,5.9,33.5,Foreign Language,Female,Public,Central Anatolia,Home,English,Foundation University,Artist,3,46.5,327.7,338.44
216,74.2,5.4,37.8,Numerical,Female,Public,Black Sea,Library,Physics,State University,Physicist,8,44.5,324.416,294.079
217,75.89,6.0,29.7,Equal Weight,Female,Public,Eastern Anatolia,Cram School,Geography,Bilkent University (Foundation),Social Worker,6,45.5,312.789,329.823
218,85.69,6.6,45.0,Equal Weight,Male,Private,Black Sea,Home,Geography,State University,Engineer,1,51.4,361.845,396.12
219,63.37,4.6,21.5,Equal Weight,Male,Public,Marmara,Mixed,Geography,Foundation University,Lawyer,1,38.0,283.472,316.478
220,93.93,6.7,46.5,Numerical,Male,Private,Marmara,Home,Mathematics,Sabanci University (Foundation),Physicist,11,56.4,385.615,362.833
221,50.63,3.5,23.0,Numerical,Male,Public,Aegean,Library,Physics,Ankara University (State),Physicist,8,30.4,229.994,263.028
222,54.95,4.3,19.8,Equal Weight,Female,Public,Central Anatolia,Home,Geography,ITU (State),Psychologist,7,33.0,266.916,262.345
223,80.62,5.1,25.3,Numerical,Female,Public,Central Anatolia,Home,Chemistry,Koc University (Foundation),Physicist,8,48.4,334.112,335.765
224,90.63,7.6,43.6,Numerical,Male,Private,Aegean,Home,Physics,Hacettepe University (State),Software Developer,9,54.4,341.892,360.713
225,97.45,7.7,53.6,Verbal,Male,Private,Marmara,Library,Geography,Hacettepe University (State),Lawyer,10,58.5,378.986,374.416
226,85.42,6.2,29.3,Numerical,Female,Public,Central Anatolia,Mixed,Literature,State University,Engineer,2,51.3,354.408,338.271
227,72.35,4.3,19.5,Equal Weight,Male,Public,Central Anatolia,Home,Mathematics,Foundation University,Psychologist,8,43.4,276.921,276.406
228,50.97,5.6,27.0,Equal Weight,Female,Public,Central Anatolia,Mixed,Geography,Koc University (Foundation),Psychologist,9,30.6,230.041,264.073
229,89.93,6.7,31.7,Verbal,Male,Private,Central Anatolia,Home,History,METU (State),Teacher,7,54.0,345.874,380.906
230,50.51,5.9,40.9,Numerical,Male,Public,Mediterranean,Home,Mathematics,State University,Software Developer,3,30.3,270.68,284.129
231,60.45,6.1,41.3,Verbal,Male,Private,Aegean,Home,History,Bilkent University (Foundation),Psychologist,4,36.3,313.368,331.28
232,63.13,5.5,37.6,Foreign Language,Female,Public,Aegean,Home,English,Koc University (Foundation),Artist,2,37.9,292.222,341.573
233,94.87,8.9,61.7,Numerical,Male,Public,Central Anatolia,Home,Physics,Hacettepe University (State),Data Analyst,7,56.9,371.283,390.269
234,93.91,6.2,37.1,Foreign Language,Female,Public,Marmara,Library,German,Koc University (Foundation),Writer,6,56.3,353.359,363.864
235,65.36,4.5,20.5,Numerical,Female,Public,Marmara,Library,Physics,State University,Software Developer,8,39.2,289.959,282.323
236,90.39,8.3,40.4,Verbal,Male,Private,Eastern Anatolia,Home,Literature,State University,Journalist,5,54.2,353.347,376.939
237,54.05,3.8,25.6,Equal Weight,Female,Private,Aegean,Home,Physics,Foundation University,Teacher,10,32.4,259.165,262.859
238,65.46,5.4,26.6,Equal Weight,Female,Private,Southeastern Anatolia,Home,Mathematics,Bilkent University (Foundation),Psychologist,10,39.3,289.767,302.729
239,69.55,4.1,18.9,Foreign Language,Male,Public,Marmara,Mixed,French,Bilkent University (Foundation),Translator,5,41.7,298.702,287.517
240,55.0,3.3,16.1,Verbal,Female,Public,Southeastern Anatolia,Cram School,History,Bogazici University (State),Social Worker,8,33.0,229.892,260.261
241,55.97,2.7,17.8,Numerical,Female,Public,Central Anatolia,Mixed,Mathematics,Bilkent University (Foundation),Physicist,3,33.6,269.527,280.073
242,80.31,7.6,52.9,Equal Weight,Female,Public,Marmara,Home,Mathematics,Hacettepe University (State),Physicist,5,48.2,366.966,348.111
243,51.27,4.5,26.1,Numerical,Female,Public,Black Sea,Home,Physics,Bilkent University (Foundation),Physicist,3,30.8,273.07,291.896
244,51.94,4.2,20.6,Equal Weight,Female,Public,Aegean,Home,History,Sabanci University (Foundation),Physicist,5,31.2,253.854,275.317
245,90.67,9.1,62.8,Numerical,Female,Private,Black Sea,Cram School,History,State University,Software Developer,7,54.4,395.963,348.708
246,52.84,2.4,11.9,Numerical,Female,Public,Marmara,Home,Chemistry,State University,Software Developer,9,31.7,224.467,286.049
247,67.31,4.0,23.5,Verbal,Female,Public,Marmara,Home,Literature,Sabanci University (Foundation),Journalist,7,40.4,311.852,297.077
248,84.46,6.2,36.3,Equal Weight,Male,Public,Central Anatolia,Library,Geography,State University,Journalist,4,50.7,346.772,348.422
249,99.71,7.7,52.6,Numerical,Male,Private,Central Anatolia,Library,Mathematics,Foundation University,Doctor,8,59.8,387.509,375.747
250,74.11,6.4,38.2,Verbal,Female,Public,Aegean,Home,Geography,State University,Teacher,3,44.5,322.528,330.593
251,67.64,4.7,32.4,Verbal,Male,Private,Marmara,Mixed,History,METU (State),Social Worker,6,40.6,295.917,322.891
252,98.0,6.5,44.4,Equal Weight,Male,Private,Mediterranean,Home,Mathematics,Bogazici University (State),Teacher,2,58.8,384.564,424.209
253,90.22,6.7,46.2,Numerical,Female,Public,Marmara,Home,Chemistry,ITU (State),Physicist,10,54.1,347.484,371.171
254,85.67,5.6,33.1,Equal Weight,Female,Public,Mediterranean,Cram School,History,State University,Psychologist,10,51.4,323.456,339.937
255,81.05,4.5,29.9,Numerical,Female,Private,Southeastern Anatolia,Library,Mathematics,Foundation University,Doctor,7,48.6,342.35,339.073
256,75.18,4.5,21.1,Numerical,Male,Public,Mediterranean,Cram School,Chemistry,Foundation University,Engineer,5,45.1,291.305,309.005
257,62.35,3.1,14.9,Numerical,Male,Public,Aegean,Home,Mathematics,Bogazici University (State),Software Developer,5,37.4,276.619,298.768
258,72.76,4.8,23.0,Equal Weight,Female,Public,Marmara,Mixed,Literature,Foundation University,Engineer,7,43.7,284.197,296.672
259,76.48,5.1,33.9,Foreign Language,Female,Public,Marmara,Mixed,German,Bilkent University (Foundation),Artist,1,45.9,325.867,345.56
260,71.6,4.3,25.0,Numerical,Male,Private,Aegean,Cram School,Chemistry,Ankara University (State),Doctor,5,43.0,289.426,314.083
261,95.71,8.1,56.0,Numerical,Female,Private,Central Anatolia,Library,Physics,Bogazici University (State),Engineer,10,57.4,357.893,364.099
262,81.14,4.5,21.9,Verbal,Male,Private,Central Anatolia,Mixed,Literature,State University,Social Worker,0,48.7,341.431,368.124
263,77.76,6.4,36.7,Verbal,Male,Public,Marmara,Mixed,Literature,Bogazici University (State),Psychologist,9,46.7,310.567,301.57
264,54.65,4.5,30.1,Verbal,Female,Private,Marmara,Home,History,Bilkent University (Foundation),Psychologist,4,32.8,264.279,294.349
265,79.84,6.3,30.0,Foreign Language,Female,Public,Central Anatolia,Home,French,State University,Translator,7,47.9,313.943,347.039
266,51.08,3.3,15.4,Numerical,Male,Public,Eastern Anatolia,Mixed,History,State University,Software Developer,9,30.6,221.344,201.988
267,56.92,2.9,19.3,Verbal,Male,Public,Black Sea,Home,Literature,Foundation University,Lawyer,7,34.2,261.326,275.159
268,65.35,4.6,26.4,Equal Weight,Female,Private,Aegean,Cram School,Physics,Koc University (Foundation),Psychologist,4,39.2,296.666,270.089
269,71.65,5.1,34.2,Verbal,Female,Public,Central Anatolia,Home,Literature,State University,Teacher,5,43.0,317.285,296.974
270,86.12,6.8,40.6,Verbal,Female,Public,Aegean,Cram School,Literature,Ankara University (State),Lawyer,5,51.7,316.781,387.306
271,62.26,4.7,22.2,Numerical,Male,Public,Marmara,Home,Physics,ITU (State),Software Developer,3,37.4,299.231,291.069
272,63.27,5.2,24.4,Equal Weight,Female,Private,Black Sea,Mixed,Mathematics,State University,Teacher,0,38.0,332.364,318.133
273,67.84,4.4,29.3,Equal Weight,Female,Public,Black Sea,Home,Mathematics,Foundation University,Teacher,7,40.7,270.295,286.274
274,98.6,9.6,56.7,Numerical,Female,Public,Aegean,Library,Mathematics,Bilkent University (Foundation),Data Analyst,10,59.2,350.192,382.574
275,72.73,4.1,18.7,Equal Weight,Male,Public,Aegean,Mixed,Geography,State University,Doctor,0,43.6,303.019,314.411
276,94.96,8.9,43.8,Verbal,Female,Private,Mediterranean,Library,History,Foundation University,Lawyer,5,57.0,371.37,415.538
277,65.17,5.0,23.2,Verbal,Female,Public,Southeastern Anatolia,Mixed,Literature,Bilkent University (Foundation),Social Worker,4,39.1,300.679,311.495
278,95.66,7.4,44.1,Verbal,Female,Public,Eastern Anatolia,Library,Literature,Koc University (Foundation),Teacher,10,57.4,338.285,345.359
279,73.77,6.6,44.9,Numerical,Male,Public,Central Anatolia,Home,Literature,State University,Doctor,2,44.3,323.448,300.529
280,83.5,5.7,26.6,Equal Weight,Male,Public,Mediterranean,Home,Physics,Bogazici University (State),Teacher,6,50.1,318.759,308.671
281,90.77,5.8,33.1,Equal Weight,Male,Private,Marmara,Mixed,Mathematics,Bogazici University (State),Engineer,1,54.5,368.25,371.434
282,87.06,7.8,46.5,Verbal,Female,Public,Black Sea,Mixed,History,Foundation University,Psychologist,7,52.2,343.969,357.677
283,87.22,7.9,53.6,Equal Weight,Male,Public,Central Anatolia,Home,Physics,Foundation University,Engineer,6,52.3,376.321,361.451
284,60.04,6.4,30.1,Equal Weight,Female,Public,Central Anatolia,Mixed,Literature,Foundation University,Teacher,9,36.0,290.684,272.659
285,98.53,8.2,48.1,Numerical,Male,Private,Eastern Anatolia,Library,Mathematics,Bogazici University (State),Engineer,5,59.1,384.712,379.27
286,87.48,8.3,49.1,Equal Weight,Female,Public,Black Sea,Home,Literature,Foundation University,Psychologist,10,52.5,336.471,356.097
287,85.18,5.4,32.3,Equal Weight,Male,Public,Aegean,Home,Mathematics,Ankara University (State),Software Developer,10,51.1,308.584,287.25
288,95.88,8.0,46.8,Equal Weight,Female,Private,Mediterranean,Cram School,Geography,Bilkent University (Foundation),Software Developer,6,57.5,364.875,400.677
289,86.91,8.0,55.4,Numerical,Male,Public,Marmara,Cram School,Chemistry,Sabanci University (Foundation),Physicist,8,52.1,348.96,380.672
290,92.48,8.1,40.4,Equal Weight,Female,Private,Black Sea,Library,History,METU (State),Teacher,4,55.5,370.902,356.529
291,88.82,5.2,29.4,Verbal,Male,Public,Mediterranean,Mixed,Literature,State University,Psychologist,1,53.3,321.534,375.463
292,84.77,6.9,40.3,Numerical,Female,Public,Black Sea,Mixed,Mathematics,ITU (State),Software Developer,1,50.9,338.815,406.81
293,58.26,3.7,23.9,Numerical,Male,Private,Marmara,Home,Biology,Foundation University,Physicist,7,35.0,288.062,301.81
294,61.73,4.5,30.9,Foreign Language,Male,Public,Central Anatolia,Mixed,English,Bogazici University (State),Translator,9,37.0,252.045,285.6
295,64.12,5.6,26.4,Equal Weight,Male,Private,Central Anatolia,Mixed,Geography,Foundation University,Psychologist,10,38.5,273.89,290.721
296,69.41,6.2,36.0,Numerical,Male,Public,Central Anatolia,Home,Chemistry,State University,Physicist,2,41.6,322.512,344.171
297,90.92,7.3,50.7,Equal Weight,Male,Private,Mediterranean,Library,Physics,METU (State),Doctor,7,54.6,381.215,370.162
298,90.21,7.2,49.4,Equal Weight,Male,Private,Central Anatolia,Cram School,Mathematics,Bogazici University (State),Journalist,3,54.1,354.509,386.242
299,59.08,5.9,39.8,Numerical,Male,Public,Eastern Anatolia,Cram School,Chemistry,Bogazici University (State),Doctor,0,35.4,309.104,309.346
300,55.9,5.8,27.5,Verbal,Male,Private,Southeastern Anatolia,Home,Geography,State University,Social Worker,9,33.5,261.856,300.938
301,96.8,5.8,27.9,Equal Weight,Male,Public,Marmara,Cram School,Biology,Ankara University (State),Engineer,2,58.1,364.27,358.622
302,63.08,6.1,36.3,Equal Weight,Male,Public,Marmara,Mixed,Geography,State University,Data Analyst,2,37.8,284.205,312.352
303,81.01,6.5,44.1,Numerical,Male,Public,Black Sea,Mixed,Physics,Foundation University,Engineer,2,48.6,329.352,337.188
304,54.73,3.6,17.6,Verbal,Male,Private,Central Anatolia,Home,History,State University,Lawyer,10,32.8,256.734,267.99
305,64.47,3.6,20.7,Numerical,Female,Public,Marmara,Cram School,Physics,State University,Software Developer,6,38.7,277.128,274.183
306,80.3,7.6,52.3,Equal Weight,Male,Public,Eastern Anatolia,Home,Physics,Bogazici University (State),Lawyer,4,48.2,333.173,369.379
307,87.81,7.1,48.8,Equal Weight,Male,Public,Central Anatolia,Cram School,Geography,METU (State),Data Analyst,7,52.7,341.554,363.755
308,59.4,4.2,24.8,Equal Weight,Male,Private,Black Sea,Home,Geography,Koc University (Foundation),Psychologist,6,35.6,261.856,279.154
309,68.87,5.3,31.0,Numerical,Male,Public,Marmara,Home,Literature,Hacettepe University (State),Software Developer,0,41.3,311.637,325.543
310,60.26,6.2,35.5,Numerical,Male,Private,Marmara,Mixed,Literature,Hacettepe University (State),Physicist,5,36.2,279.781,303.004
311,65.8,3.9,17.8,Equal Weight,Female,Private,Marmara,Mixed,Geography,Bilkent University (Foundation),Doctor,3,39.5,323.126,280.327
312,85.87,7.5,52.5,Verbal,Male,Public,Aegean,Home,Mathematics,Bilkent University (Foundation),Journalist,9,51.5,354.38,341.004
313,72.58,7.2,49.1,Numerical,Male,Public,Aegean,Cram School,Physics,Bogazici University (State),Engineer,2,43.5,326.993,344.135
314,98.1,9.5,56.8,Equal Weight,Male,Private,Aegean,Home,Geography,State University,Physicist,11,58.9,335.036,379.29
315,82.32,6.9,34.4,Equal Weight,Male,Private,Marmara,Library,History,State University,Software Developer,3,49.4,362.82,392.537
316,74.01,6.6,44.6,Foreign Language,Female,Private,Mediterranean,Home,German,Bilkent University (Foundation),Translator,8,44.4,336.843,337.87
317,74.34,6.9,34.4,Numerical,Female,Public,Marmara,Home,Chemistry,State University,Physicist,4,44.6,313.605,334.968
318,97.01,6.0,34.3,Foreign Language,Female,Private,Black Sea,Library,Literature,Bilkent University (Foundation),Writer,10,58.2,342.088,360.209
319,97.12,6.8,33.1,Equal Weight,Female,Private,Central Anatolia,Home,History,METU (State),Journalist,4,58.3,384.358,376.389
320,82.47,5.8,34.4,Verbal,Female,Private,Marmara,Library,Literature,Foundation University,Social Worker,4,49.5,322.615,368.222
321,98.64,9.5,46.0,Numerical,Female,Public,Eastern Anatolia,Mixed,Biology,METU (State),Doctor,2,59.2,395.055,415.771
322,61.45,3.6,24.9,Numerical,Male,Public,Marmara,Home,Physics,Foundation University,Engineer,10,36.9,273.244,274.424
323,71.41,3.7,17.0,Equal Weight,Female,Public,Black Sea,Library,Literature,State University,Psychologist,3,42.8,335.106,316.949
324,72.88,7.5,37.5,Numerical,Male,Public,Eastern Anatolia,Home,Chemistry,State University,Engineer,2,43.7,324.446,342.349
325,99.07,8.9,44.1,Equal Weight,Male,Private,Marmara,Home,Biology,METU (State),Software Developer,1,59.4,376.497,400.24
326,50.04,2.9,17.1,Numerical,Male,Private,Aegean,Home,Chemistry,Sabanci University (Foundation),Software Developer,5,30.0,227.046,306.437
327,75.28,7.5,35.7,Numerical,Male,Public,Aegean,Cram School,Physics,State University,Physicist,9,45.2,307.618,358.865
328,55.94,3.4,19.9,Equal Weight,Female,Public,Central Anatolia,Home,Geography,Foundation University,Engineer,5,33.6,240.918,260.329
329,95.25,6.9,41.0,Numerical,Female,Private,Marmara,Mixed,Biology,METU (State),Data Analyst,6,57.2,377.525,396.211
330,66.78,7.0,48.2,Verbal,Female,Public,Central Anatolia,Library,History,State University,Journalist,5,40.1,300.044,341.471
331,81.91,6.6,38.5,Equal Weight,Male,Public,Aegean,Mixed,History,Foundation University,Physicist,9,49.1,322.22,316.995
332,83.07,5.6,26.6,Equal Weight,Male,Private,Mediterranean,Home,Physics,METU (State),Psychologist,7,49.8,329.236,343.171
333,72.03,6.2,43.2,Verbal,Female,Public,Central Anatolia,Home,History,Sabanci University (Foundation),Psychologist,8,43.2,293.481,308.827
334,66.01,3.8,24.6,Numerical,Male,Private,Black Sea,Home,Mathematics,State University,Doctor,10,39.6,284.142,307.39
335,88.28,8.8,61.5,Verbal,Male,Public,Eastern Anatolia,Library,Literature,Bogazici University (State),Psychologist,3,53.0,383.914,377.948
336,94.82,9.5,55.1,Foreign Language,Female,Private,Mediterranean,Cram School,German,Hacettepe University (State),Artist,6,56.9,395.641,361.934
337,65.1,5.1,24.5,Foreign Language,Female,Public,Aegean,Home,Literature,ITU (State),Translator,8,39.1,285.889,292.365
338,94.17,6.5,38.3,Equal Weight,Female,Private,Black Sea,Mixed,Geography,Koc University (Foundation),Engineer,6,56.5,382.541,393.239
339,53.06,5.5,32.3,Verbal,Male,Public,Black Sea,Library,Physics,ITU (State),Lawyer,9,31.8,267.885,234.24
340,60.57,4.0,22.3,Numerical,Male,Public,Black Sea,Home,Physics,State University,Physicist,4,36.3,281.004,287.356
341,59.52,3.8,17.3,Foreign Language,Female,Private,Aegean,Mixed,Mathematics,State University,Artist,2,35.7,282.063,295.095
342,81.04,7.9,45.4,Verbal,Female,Public,Marmara,Home,Physics,State University,Journalist,9,48.6,347.836,322.5
343,56.06,4.9,23.4,Verbal,Male,Public,Mediterranean,Home,Literature,Foundation University,Lawyer,4,33.6,263.558,284.286
344,79.49,7.9,46.0,Numerical,Male,Public,Marmara,Home,Chemistry,Sabanci University (Foundation),Physicist,8,47.7,328.614,367.038
345,60.32,5.7,32.6,Verbal,Male,Public,Southeastern Anatolia,Cram School,Literature,State University,Journalist,2,36.2,295.53,309.113
346,66.56,6.9,41.4,Foreign Language,Female,Public,Central Anatolia,Mixed,French,Hacettepe University (State),Translator,7,39.9,306.217,327.821
347,90.98,5.8,27.6,Numerical,Male,Private,Black Sea,Home,Physics,Sabanci University (Foundation),Software Developer,9,54.6,351.311,360.033
